化药,阿莫西林,8150000000000000,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000001,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000002,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000003,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000004,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000005,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000006,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000007,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000008,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000009,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000010,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000011,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000012,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000013,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000014,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000015,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000016,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000017,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000018,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
化药,阿莫西林,8150000000000019,JK00000,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,化药6,仿制,浙江****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000000,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000001,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000002,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000003,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000004,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
中药,复方阿胶,8160000000000005,JK00001,2019-01-01T00:00:00Z,2025-01-01T00:00:00Z,中药,自研,山东****也有限公司,制证完毕-已发批件
